rowid,ID,Latitude,Longitude
1441,GID_1565,44.14492,-88.81232
1442,GID_1566,44.1431,-88.73547
1443,GID_1567,44.13645,-88.87733
1444,GID_1568,44.14519,-88.81232
1445,GID_1569,44.14304,-88.73558
1446,GID_1570,44.13677,-88.87664
1447,GID_1571,44.14514,-88.81215
1448,GID_1572,44.14306,-88.73556
1449,GID_1573,44.13683,-88.87735
1450,GID_1574,44.14507,-88.81232
1451,GID_1575,44.14309,-88.73563
1452,GID_1813,45.063,-0.63
1453,GID_1814,45.063,-0.63
1454,GID_1815,45.063,-0.63
1455,GID_1816,45.063,-0.63
1456,GID_1817,45.5165,-0.951
1457,GID_1818,45.5165,-0.951
1458,GID_1819,45.5165,-0.951
1459,GID_1820,45.5165,-0.951
1460,GID_1821,45.5165,-0.951
1461,GID_1822,45.5165,-0.951
1462,GID_1823,45.1992,-0.729
1463,GID_1824,45.1992,-0.729
1464,GID_1825,44.6366,-1.234
1465,GID_1831,45.2018,-0.73
1466,GID_1832,45.2018,-0.73
1467,GID_1833,45.2018,-0.73
1468,GID_1834,45.3687,-0.8
1469,GID_1835,45.3687,-0.8
1470,GID_1836,45.3687,-0.8
1471,GID_1837,45.3687,-0.8
1472,GID_1838,45.3687,-0.8
1473,GID_1839,45.5152,-0.949
1474,GID_1840,45.5152,-0.949
1475,GID_1841,45.5152,-0.949
1476,GID_1842,45.5152,-0.949
1477,GID_1843,45.5152,-0.949
1478,GID_1844,45.5152,-0.949
1479,GID_1845,45.5152,-0.949
1480,GID_1846,45.0632,-0.629
1481,GID_1847,45.0632,-0.629
1482,GID_1848,45.0632,-0.629
1483,GID_1849,45.0632,-0.629
1484,GID_2261,36.95126,-121.76832
1485,GID_2262,36.95126,-121.76832
1486,GID_2263,36.95126,-121.76832
1487,GID_2264,36.95126,-121.76832
1488,GID_2265,36.95126,-121.76832
1489,GID_2266,36.95126,-121.76832
1490,GID_2267,36.95126,-121.76832
1491,GID_2268,36.95126,-121.76832
1492,GID_2269,36.95126,-121.76832
1493,GID_2270,36.95126,-121.76832
1494,GID_2271,36.95126,-121.76832
1495,GID_2272,36.95126,-121.76832
1496,GID_2273,36.95126,-121.76832
1497,GID_2274,36.95126,-121.76832
1498,GID_2275,36.95126,-121.76832
1499,GID_2276,36.95126,-121.76832
1500,GID_2277,36.95126,-121.76832
1501,GID_2278,36.95126,-121.76832
1502,GID_2279,36.95126,-121.76832
1503,GID_2280,36.95126,-121.76832
1504,GID_2281,36.95126,-121.76832
1505,GID_2282,36.95126,-121.76832
1506,GID_2283,36.95126,-121.76832
1507,GID_2284,36.95126,-121.76832
1508,GID_2285,36.95126,-121.76832
1509,GID_2286,36.95126,-121.76832
1510,GID_2287,36.95126,-121.76832
1511,GID_2288,36.95126,-121.76832
1512,GID_2289,36.95126,-121.76832
1513,GID_2290,36.95126,-121.76832
1514,GID_2291,36.95126,-121.76832
1515,GID_2292,36.95126,-121.76832
1516,GID_2293,36.95126,-121.76832
1517,GID_2294,36.95126,-121.76832
1518,GID_2295,-37.798348,175.273533
1519,GID_2296,-37.927254,175.29072
1520,GID_2297,-37.925977,175.31518
1521,GID_2298,-38.093733,176.27023
1522,GID_2299,-38.070883,176.27127
1523,GID_2300,-38.037517,176.35945
1524,GID_2301,-38.045,176.42422
1525,GID_2302,-38.048833,176.33538
1526,GID_2303,-38.2116,176.43118
1527,GID_2304,-38.199633,176.42405
1528,GID_2305,-37.56021,175.13141
1529,GID_2306,-37.554647,175.11911
1530,GID_2307,-37.466544,175.06083
1531,GID_2308,-37.469659,175.04478
1532,GID_2309,-38.015383,176.53057
1533,GID_2310,-37.9982,176.53315
1534,GID_2311,-38.057483,176.59092
1535,GID_2312,-38.034417,176.58407
1536,GID_2313,-38.777817,175.97537
1537,GID_2314,-38.757117,176.03397
1538,GID_2315,-38.167083,176.36
1539,GID_2316,-38.174867,176.3667
1540,GID_2317,-38.197833,176.33512
1541,GID_2318,-38.2185,176.31507
1542,GID_2319,-38.20885,176.33825
1543,GID_2320,-38.1148,176.42325
1544,GID_2321,-38.127967,176.4099
1545,GID_2322,-37.667683,175.20027
1546,GID_2323,-37.667883,175.201517
1547,GID_2324,-37.554238,175.1689
1548,GID_2325,-37.55155,175.16631
1549,GID_2326,-37.67755,175.23353
1550,GID_2327,-37.6753,175.23262
1551,GID_2328,-37.759533,175.19588
1552,GID_2329,-37.762783,175.19887
1553,GID_2330,-40.724733,175.1705
1554,GID_2331,-41.344533,175.11503
1555,GID_2332,-44.28171,169.92611
1556,GID_2333,-44.284559,169.90346
1557,GID_2334,-44.19255,169.85275
1558,GID_2335,-44.396049,169.14987
1559,GID_2336,-44.490217,169.13911
1560,GID_2337,-44.63662,169.0826
1561,GID_2338,-44.636748,169.082562
1562,GID_2339,-44.540357,169.27474
1563,GID_2340,-44.599451,169.253476
1564,GID_2341,-45.522231,167.55778
1565,GID_2342,-45.493883,167.57941
1566,GID_2343,-45.52227,167.50924
1567,GID_2344,-44.982584,168.80687
1568,GID_2345,-45.031811,168.69624
1569,GID_2346,-38.210217,174.72305
1570,GID_2347,-38.159467,174.749
1571,GID_2348,-38.167917,174.7358
1572,GID_2349,-38.365883,175.78778
1573,GID_2350,-38.3629,175.78482
1574,GID_2351,-38.11595,175.62385
1575,GID_2352,-38.1297,175.63118
1576,GID_2353,-37.93555,175.55038
1577,GID_2354,-37.92795,175.545
1578,GID_2355,-36.36485,174.14871
1579,GID_2356,-36.36933,174.15728
1580,GID_2357,-36.33089,174.14216
1581,GID_2358,-36.35158,174.06065
1582,GID_2359,-36.35016,174.14637
1583,GID_2360,-36.32818,174.12941
1584,GID_2361,-36.31382,174.03847
1585,GID_2362,-36.101378,173.88225
1586,GID_2363,-36.25097,174.04006
1587,GID_2364,-35.81562,173.65376
1588,GID_2365,-35.80769,173.64632
1589,GID_2366,-35.79878,173.62992
1590,GID_2367,-38.773755,177.11047
1591,GID_2368,-38.773755,177.11047
1592,GID_2369,-38.943898,177.01181
1593,GID_2370,-39.235301,176.89497
1594,GID_2371,-39.226619,176.893
1595,GID_2372,-38.947922,177.03921
1596,GID_2373,-38.948028,177.02758
1597,GID_2374,-38.417044,176.11597
1598,GID_2375,-38.417044,176.11597
1599,GID_2376,-39.452792,174.410417
1600,GID_2377,-38.297389,176.496635
1601,GID_2378,-38.299815,176.394962
1602,GID_2379,-38.299815,176.394962
1603,GID_2380,-42.406133,173.581636
1604,GID_2381,-42.761886,172.249619
1605,GID_2382,-42.698689,172.217759
1606,GID_2383,-42.718525,172.199964
1607,GID_2384,-42.768721,172.236526
1608,GID_2385,-42.773323,172.246875
1609,GID_2386,-43.09599,171.784415
1610,GID_2387,-42.636564,171.445608
1611,GID_2388,-42.567127,171.693366
1612,GID_2389,-41.820413,172.837157
1613,GID_2390,-41.84603,172.83551
1614,GID_2391,-43.789926,172.450385
1615,GID_2392,-43.797634,172.759261
1616,GID_2393,-43.800896,172.744691
1617,GID_2394,-43.807677,172.733687
1618,GID_2395,-43.929889,170.526889
1619,GID_2396,-44.050678,170.166538
1620,GID_2397,-44.280182,170.066213
1621,GID_2398,-44.298703,170.078974
1622,GID_2399,-44.410013,170.222602
1623,GID_2400,-44.388969,170.225828
1624,GID_2401,-44.62052,170.304774
1625,GID_2402,-38.053791,176.586236
1626,GID_2403,-38.027317,176.585531
1627,GID_2404,-38.025511,176.531395
1628,GID_2405,-38.015164,176.5307
1629,GID_2406,-38.040319,176.442999
1630,GID_2407,-38.02221,176.38889
1631,GID_2408,-36.512797,174.23683
1632,GID_2409,-36.77944,174.766746
1633,GID_2410,-38.774375,175.985298
1634,GID_2411,-38.734249,176.041422
1635,GID_2412,-38.70938,176.052209
1636,GID_2413,-38.025536,176.531413
1637,GID_2414,-38.015374,176.530684
1638,GID_2415,-38.040032,176.445381
1639,GID_2416,-38.021659,176.390796
1640,GID_2417,-38.052327,176.585392
1641,GID_2418,-38.028196,176.585512
1642,GID_2419,-38.025536,176.531413
1643,GID_2420,-38.015374,176.530684
1644,GID_2421,-38.040476,176.442818
1645,GID_2422,-38.020757,176.389015
1646,GID_2423,-38.053414,176.584592
1647,GID_2424,-38.027271,176.585578
1648,GID_2425,-38.025536,176.531413
1649,GID_2426,-38.015374,176.530684
1650,GID_2427,-38.039867,176.445037
1651,GID_2428,-38.02079,176.389528
1652,GID_2429,-37.943305,175.560373
1653,GID_2430,-45.019462,168.418587
1654,GID_2431,-45.347271,167.653576
1655,GID_2432,-45.293811,167.74714
1656,GID_2433,-45.402106,167.701548
1657,GID_2434,-45.872909,167.364003
1658,GID_2435,-45.832835,167.497782
1659,GID_2436,-45.996582,167.329983
1660,GID_2437,-43.73209,169.2841
1661,GID_2438,-43.71143,169.4106
1662,GID_2439,-43.71968,169.389
1663,GID_2440,-43.30345,170.215
1664,GID_2441,-43.2504,170.2646
1665,GID_2442,-42.63057,171.4452
1666,GID_2443,-42.61863,171.495
1667,GID_2444,-42.59131,171.4637
1668,GID_2445,-41.89422,172.6627
1669,GID_2446,-41.85471,172.6429
1670,GID_2447,-41.81472,172.6179
1671,GID_2448,-38.040682,176.441734
1672,GID_2449,-38.025536,176.531413
1673,GID_2450,-38.015374,176.530684
1674,GID_2451,-38.052327,176.585392
1675,GID_2452,-38.028196,176.585512
1676,GID_2453,-38.040682,176.441734
1677,GID_2454,-38.022144,176.388926
1678,GID_2455,-38.025536,176.531413
1679,GID_2456,-38.015374,176.530684
1680,GID_2457,-37.889,175.469984
1681,GID_2458,-37.942198,175.319025
1682,GID_2459,-37.932386,175.219556
1683,GID_2460,-37.935166,175.219685
1684,GID_2461,-37.477005,175.107934
1685,GID_2462,-37.485,175.11756
1686,GID_2463,-37.494439,175.171297
1687,GID_2464,-37.679104,175.247701
1688,GID_2465,-37.677601,175.231925
1689,GID_2466,-37.668512,175.20128
1690,GID_2467,-37.426093,175.20036
1691,GID_2468,-37.887558,175.304366
1692,GID_2469,-44.623,169.061
1693,GID_2470,-44.637,169.055
1694,GID_2471,-38.040032,176.445381
1695,GID_2472,-38.021659,176.390796
1696,GID_2473,-38.025536,176.531413
1697,GID_2474,-38.015374,176.530684
1698,GID_2475,-38.053228,176.586529
1699,GID_2476,-38.027007,176.586019
1700,GID_2477,-38.040032,176.445381
1701,GID_2478,-38.021659,176.390796
1702,GID_2479,-38.025536,176.531413
1703,GID_2480,-38.015374,176.530684
1704,GID_2481,-38.053228,176.586529
1705,GID_2482,-38.027007,176.586019
1706,GID_2483,-38.053228,176.586529
1707,GID_2484,-38.027007,176.586019
1708,GID_2485,-38.053228,176.586529
1709,GID_2486,-38.025536,176.531413
1710,GID_2487,-38.015374,176.530684
1711,GID_2488,-38.040032,176.445381
1712,GID_2489,-38.021659,176.390796
1713,GID_2555,39.83192,-86.31364
1714,GID_2556,39.82994,-86.30815
1715,GID_2557,39.82516,-86.30331
1716,GID_2558,39.83049,-86.30273
1717,GID_2559,39.83566,-86.30702
1718,GID_2560,39.83808,-86.30388
1719,GID_2561,39.84084,-86.30176
1720,GID_2562,39.84427,-86.3031
1721,GID_2563,39.84239,-86.30832
1722,GID_2564,39.84569,-86.3084
1723,GID_2565,39.84799,-86.30253
1724,GID_2566,39.85087,-86.3031
1725,GID_2567,39.85089,-86.30827
1726,GID_2568,39.85424,-86.30685
1727,GID_2569,39.85641,-86.30292
1728,GID_2570,39.85916,-86.30673
1729,GID_2571,39.86107,-86.30284
1730,GID_2572,39.86244,-86.30831
1731,GID_2573,39.86533,-86.3069
1732,GID_2574,39.86792,-86.30354
1733,GID_2575,39.87099,-86.30779
1734,GID_2576,39.86721,-86.30279
1735,GID_2577,39.86667,-86.30713
1736,GID_2578,39.8598,-86.30751
1737,GID_2579,39.86074,-86.30196
1738,GID_2580,39.85649,-86.30222
1739,GID_2581,39.85496,-86.30736
1740,GID_2582,39.85039,-86.30892
1741,GID_2583,39.84813,-86.30732
1742,GID_2584,39.85065,-86.30444
1743,GID_2585,39.84676,-86.30389
1744,GID_2586,39.84523,-86.30783
1745,GID_2587,39.8424,-86.30799
1746,GID_2588,39.84122,-86.30299
1747,GID_2589,39.83413,-86.30215
1748,GID_2590,39.83339,-86.30673
1749,GID_2591,39.83165,-86.31329
1750,GID_2592,39.82843,-86.30954
1751,GID_2593,39.82614,-86.30425
1752,GID_2594,39.82614,-86.30425
1753,GID_2595,39.82587,-86.30424
1754,GID_2596,39.82801,-86.30391
1755,GID_2597,39.83027,-86.30922
1756,GID_2598,39.83245,-86.3151
1757,GID_2599,39.83267,-86.30812
1758,GID_2600,39.83287,-86.30099
1759,GID_2601,39.83648,-86.30717
1760,GID_2602,39.83872,-86.30231
1761,GID_2603,39.84121,-86.30719
1762,GID_2604,39.84238,-86.30283
1763,GID_2605,39.84553,-86.30219
1764,GID_2606,39.84516,-86.30821
1765,GID_2607,39.84791,-86.30742
1766,GID_2608,39.85029,-86.30318
1767,GID_2609,39.85345,-86.30721
1768,GID_2610,39.8551,-86.30245
1769,GID_2611,39.8569,-86.30639
1770,GID_2612,39.85956,-86.30241
1771,GID_2613,39.86307,-86.30722
1772,GID_2614,39.86735,-86.30685
1773,GID_2615,39.82611,-86.30442
1774,GID_2616,39.82754,-86.30284
1775,GID_2617,39.83006,-86.3081
1776,GID_2618,39.83171,-86.3138
1777,GID_2619,39.83097,-86.30343
1778,GID_2620,39.83498,-86.30067
1779,GID_2621,39.83593,-86.30549
1780,GID_2622,39.84006,-86.30692
1781,GID_2623,39.8416,-86.30305
1782,GID_2624,39.84522,-86.30219
1783,GID_2625,39.84562,-86.30742
1784,GID_2626,39.84827,-86.30728
1785,GID_2627,39.85061,-86.30373
1786,GID_2628,39.8538,-86.30678
1787,GID_2629,39.85748,-86.30129
1788,GID_2630,39.86096,-86.30193
1789,GID_2631,39.863,-86.30768
1790,GID_2632,39.86709,-86.30596
1791,GID_2633,39.86667,-86.30319
1792,GID_2634,39.87052,-86.30743
1793,GID_2635,39.95145,-85.91912
1794,GID_2636,39.94988,-85.92497
1795,GID_2637,39.94727,-85.93056
1796,GID_2638,39.94428,-85.93398
1797,GID_2639,39.9408,-85.93635
1798,GID_2640,39.9367,-85.93919
1799,GID_2641,39.93286,-85.93866
1800,GID_2642,39.93008,-85.93914
1801,GID_2643,39.92558,-85.94155
1802,GID_2644,39.92654,-85.94949
1803,GID_2645,39.92798,-85.96107
1804,GID_2646,39.92393,-85.95961
1805,GID_2647,39.92591,-85.96791
1806,GID_2648,39.92287,-85.97788
1807,GID_2649,39.91956,-85.97237
1808,GID_2650,39.91742,-85.97777
1809,GID_2651,39.91631,-85.97458
1810,GID_2652,39.90753,-85.98174
1811,GID_2653,39.91,-85.9785
1812,GID_2654,39.90907,-85.98544
1813,GID_2655,39.95121,-85.91874
1814,GID_2656,39.95046,-85.92371
1815,GID_2657,39.94807,-85.92954
1816,GID_2658,39.94501,-85.93407
1817,GID_2659,39.94234,-85.93724
1818,GID_2660,39.93814,-85.94055
1819,GID_2661,39.93373,-85.9371
1820,GID_2662,39.92819,-85.93913
1821,GID_2663,39.92444,-85.94165
1822,GID_2664,39.92417,-85.94909
1823,GID_2665,39.92969,-85.95752
1824,GID_2666,39.92377,-85.95929
1825,GID_2667,39.92814,-85.96517
1826,GID_2668,40.01491,-85.97027
1827,GID_2669,39.91977,-85.97449
1828,GID_2670,39.9164,-85.978
1829,GID_2671,39.912350000000004,-85.96917
1830,GID_2672,39.91306,-85.97961
1831,GID_2673,39.91,-85.97952
1832,GID_2674,39.90972,-85.9837
1833,GID_2675,39.95144,-85.91921
1834,GID_2676,39.95045,-85.92434
1835,GID_2677,39.94777,-85.92907
1836,GID_2678,39.94494,-85.93386
1837,GID_2679,39.94155,-85.93743
1838,GID_2680,39.93744,-85.94013
1839,GID_2681,39.9326,-85.93805
1840,GID_2682,39.93094,-86.03936
1841,GID_2683,39.92623,-85.94023
1842,GID_2684,39.92332,-85.94688
1843,GID_2685,39.92825,-85.95294
1844,GID_2686,39.92337,-85.9595
1845,GID_2687,39.92699,-85.96597
1846,GID_2688,39.92502,-85.97063
1847,GID_2689,39.9195,-85.97181
1848,GID_2690,39.91706,-85.9773
1849,GID_2691,39.91266,-85.96958
1850,GID_2692,39.91031,-85.98307
1851,GID_2693,40.12916,-86.02287
1852,GID_2694,40.12579,-86.02494
1853,GID_2695,40.12254,-86.03006
1854,GID_2696,40.11629,-86.03407
1855,GID_2697,40.11179,-86.03511
1856,GID_2698,40.17982,-86.03832
1857,GID_2699,40.10074,-86.03864
1858,GID_2700,40.18459,-86.03844
1859,GID_2701,40.09335,-86.04274
1860,GID_2702,40.08919,-86.04016
1861,GID_2703,40.08561,-86.04069
1862,GID_2704,40.0845,-86.04643
1863,GID_2705,40.08073,-86.04246
1864,GID_2706,40.07662,-86.04529
1865,GID_2707,40.07383,-86.04707
1866,GID_2708,40.07614,-86.05129
1867,GID_2709,40.07588,-86.0565
1868,GID_2710,40.08369,-86.06323
1869,GID_2711,40.08787,-86.06538
1870,GID_2712,40.0904,-86.06897
1871,GID_2713,40.13075,-86.02202
1872,GID_2714,40.12631,-86.02519
1873,GID_2715,40.1237,-86.02809
1874,GID_2716,40.12023,-86.03122
1875,GID_2717,40.11466,-86.03382
1876,GID_2718,40.11106,-86.03627
1877,GID_2719,40.10317,-86.03908
1878,GID_2720,40.0992,-86.03674
1879,GID_2721,40.09746,-86.03643
1880,GID_2722,40.09303,-86.04025
1881,GID_2723,40.08973,-86.03957
1882,GID_2724,40.08614,-86.04
1883,GID_2725,40.08443,-86.04367
1884,GID_2726,40.07539,-86.04844
1885,GID_2727,40.13064,-86.02203
1886,GID_2728,40.12568,-86.02485
1887,GID_2729,40.12296,-86.02912
1888,GID_2730,40.11974,-86.03122
1889,GID_2731,40.1153,-86.03377
1890,GID_2732,40.10921,-86.04039
1891,GID_2733,40.10367,-86.03935
1892,GID_2734,40.09889,-86.037
1893,GID_2735,40.09369,-86.04108
1894,GID_2736,40.08968,-86.03975
1895,GID_2737,40.08658,-86.03957
1896,GID_2738,40.08406,-86.04461
1897,GID_2739,40.07984,-86.04276
1898,GID_2740,40.07907,-86.04741
1899,GID_2741,40.07614,-86.04795
1900,GID_2742,40.07659,-86.05011
1901,GID_2743,40.07525,-86.05485
1902,GID_2744,40.07832,-86.05852
1903,GID_2745,40.07989,-85.95509
1904,GID_2746,40.08299,-86.06301
1905,GID_2747,31.421698,120.17582
1906,GID_2748,31.482313,120.197777
1907,GID_2749,31.504652,120.173143
1908,GID_2750,31.476136,120.163628
1909,GID_2751,31.448977,120.153929
1910,GID_2752,31.420534,120.1453211
1911,GID_2753,31.382173,120.132954
1912,GID_2754,31.39846,120.187586
1913,GID_2755,31.391631,120.199554
1914,GID_2756,31.380422,120.225901
1915,GID_2757,31.389523,120.254964
1916,GID_2758,31.403331,120.282925
1917,GID_2759,31.41623,120.311456
1918,GID_2760,31.412687,120.344488
1919,GID_2761,31.393346,120.343464
1920,GID_2762,31.389483,120.318599
1921,GID_2763,31.379611,120.29273
1922,GID_2764,31.369179,120.271588
1923,GID_2765,31.342217,120.245367
1924,GID_2766,31.325432,120.249194
1925,GID_2767,31.324787,120.249628
1926,GID_2768,31.324897,120.249996
1927,GID_2769,31.325241,120.249959
1928,GID_2770,31.325455,120.250637
1929,GID_2771,31.32532,120.251715
1930,GID_2772,31.323912,120.250503
1931,GID_2773,31.324119,120.248957
1932,GID_2774,31.323109,120.248945
1933,GID_2775,31.32322,120.252168
1934,GID_2776,31.325353,120.257395
1935,GID_2777,31.324823,120.260241
1936,GID_2778,31.318149,120.256888
1937,GID_2779,31.315812,120.259852
1938,GID_2780,31.316306,120.248859
1939,GID_2781,31.318666,120.249441
1940,GID_2782,31.294126,120.264841
1941,GID_2783,31.27797,120.280231
1942,GID_2784,31.295644,120.302246
1943,GID_2785,31.250546,120.301469
1944,GID_2786,31.23525,120.32315
1945,GID_2787,31.232039,120.34564
1946,GID_2788,31.212879,120.342088
1947,GID_2789,31.201669,120.371698
1948,GID_2790,31.195556,120.381054
1949,GID_2791,31.168686,120.350089
1950,GID_2792,31.14904,120.355611
1951,GID_2793,31.164036,120.38351
1952,GID_2794,31.145711,120.38074
1953,GID_2795,31.134678,120.408984
1954,GID_2796,31.119169,120.4022211
1955,GID_2798,31.120355,120.368813
1956,GID_2799,31.112488,120.349248
1957,GID_2800,31.096024,120.349289
1958,GID_2801,31.097114,120.343517
1959,GID_2802,31.077536,120.33488
1960,GID_2803,31.044156,120.309438
1961,GID_2804,31.019691,120.311359
1962,GID_2805,31.008552,120.317621
1963,GID_2806,30.984916,120.313754
1964,GID_2807,30.97769,120.292546
1965,GID_2808,30.957703,120.367851
1966,GID_2809,30.968582,120.38546
1967,GID_2810,30.995502,120.381151
1968,GID_2811,30.997328,120.403325
1969,GID_2812,30.993722000000002,120.418933
1970,GID_2813,30.997054,120.368204
1971,GID_2814,31.012127,120.392562
1972,GID_2815,31.024129,120.383739
1973,GID_2816,30.97047,120.386616
1974,GID_2817,30.974986,120.413431
1975,GID_2818,30.946755,120.337089
1976,GID_2819,30.943812,120.303066
1977,GID_2820,30.958644,120.271575
1978,GID_2821,30.969882,120.257811
1979,GID_2822,30.979367,120.226351
1980,GID_2823,30.969182,120.201277
1981,GID_2824,30.949547,120.18944
1982,GID_2825,30.976221,120.171616
1983,GID_2826,30.982799,120.141544
1984,GID_2827,30.963675,120.142483
1985,GID_2828,30.968766,120.103584
1986,GID_2829,30.99338,120.079922
1987,GID_2830,31.032189,120.071889
1988,GID_2831,31.040535,120.045218
1989,GID_2832,31.062791,120.080078
1990,GID_2833,31.095348,120.054623
1991,GID_2834,31.097644,120.051817
1992,GID_2835,31.102064,120.046586
1993,GID_2836,31.103098,120.045475
1994,GID_2837,31.103459,120.043856
1995,GID_2838,31.104226,120.044216
1996,GID_2839,31.104332,120.044287
1997,GID_2840,31.104552,120.044487
1998,GID_2841,31.104369,120.04392
1999,GID_2842,31.104679,120.045878
2000,GID_2843,31.104663,120.046892
2001,GID_2844,31.1023526,120.043856
2002,GID_2845,31.097725,120.044006
2003,GID_2846,31.095469,120.043584
2004,GID_2847,31.104722,120.051842
2005,GID_2848,31.104439,120.054551
2006,GID_2849,31.112079,119.970526
2007,GID_2850,31.146534,119.973101
2008,GID_2851,31.166939,120.014931
2009,GID_2852,31.198857,119.99882
2010,GID_2853,31.240104,120.008609
2011,GID_2854,31.276788,120.008004
2012,GID_2855,31.301689,120.003225
2013,GID_2856,31.320923,119.983244
2014,GID_2857,31.336851,119.959271
2015,GID_2858,31.355254,119.991417
2016,GID_2859,31.437555,120.044892
2017,GID_2860,31.46231,120.041288
2018,GID_2861,31.41242,120.036747
2019,GID_2862,31.384799,120.024102
2020,GID_2863,31.3480571,120.024842
2021,GID_2864,31.347862,120.025273
2022,GID_2865,31.347553,120.02619
2023,GID_2866,31.346328,120.02506
2024,GID_2867,31.346543,120.023283
2025,GID_2868,31.347637,120.023643
2026,GID_2869,31.347916,120.023921
2027,GID_2870,31.347663,120.023854
2028,GID_2871,31.345437,120.023525
2029,GID_2872,31.345386,120.026277
2030,GID_2873,31.347601,120.031502
2031,GID_2874,31.347501,120.034137
2032,GID_2875,31.34066,120.031171
2033,GID_2876,31.338326,120.033689
2034,GID_2877,31.338696,120.023034
2035,GID_2878,31.341135,120.023392
2036,GID_2879,31.386595,120.112241
2037,GID_2880,31.39158,120.187893
2038,GID_2881,31.363403,120.161332
2039,GID_2882,31.334388,120.149867
2040,GID_2883,31.302112,120.141352
2041,GID_2884,31.274707,120.140347
2042,GID_2885,31.257036,120.130268
2043,GID_2886,31.220573,120.128253
2044,GID_2887,31.258418,120.120328
2045,GID_2888,31.308616,120.117945
2046,GID_2889,31.34666,120.126462
2047,GID_2890,31.369518,120.141796
2048,GID_2891,31.397799,120.178602
2049,GID_2892,31.391,120.2
2050,GID_2893,31.405,120.183
2051,GID_2894,31.4273,120.1856
2052,GID_2895,31.45,120.188
2053,GID_2896,31.476,120.196
2054,GID_2897,31.504,120.2
2055,GID_2898,31.511,120.174
2056,GID_2899,31.493,120.163
2057,GID_2900,31.47,120.156
2058,GID_2901,31.45,120.153
2059,GID_2902,31.428,120.148
2060,GID_2903,31.402,120.143
2061,GID_2904,31.381,120.1189
2062,GID_2905,31.368,120.097
2063,GID_2906,31.356,120.067
2064,GID_2907,31.352,120.041
2065,GID_2908,31.347,120.015
2066,GID_2909,31.347,119.99
2067,GID_2910,31.3685,120.0072
2068,GID_2911,31.3847,120.0209
2069,GID_2912,31.4107,120.036
2070,GID_2913,31.4378,120.0429
2071,GID_2914,31.4641,120.0437
2072,GID_2915,31.3821,120.2419
2073,GID_2916,31.3875,120.2867
2074,GID_2917,31.409,120.3256
2075,GID_2918,31.4236,120.3682
2076,GID_2919,31.3271,120.2346
2077,GID_2920,31.1819,120.3328
2078,GID_2921,31.2003,120.3072
2079,GID_2922,31.2143,120.2796
2080,GID_2923,31.2267,120.25
2081,GID_2924,31.2388,120.2176
2082,GID_2925,31.1671,120.4006
2083,GID_2927,31.1318,120.3625
2084,GID_2928,31.0659,120.3215
2085,GID_2929,31.0306,120.317
2086,GID_2930,31.012,120.3174
2087,GID_2931,30.9841,120.317
2088,GID_2932,30.975,120.1543
2089,GID_2933,30.9584,120.2358
2090,GID_2934,30.9677,120.1968
2091,GID_2935,30.9552,120.1403
2092,GID_2936,30.969,120.1339
2093,GID_2937,31.0233,120.101
2094,GID_2938,31.0709,120.0475
2095,GID_2939,31.1238,120.0123
2096,GID_2940,31.1848,119.9902
2097,GID_2941,31.2446,119.9651
2098,GID_2942,31.3193,119.9332
2099,GID_2943,31.3148,119.9466
2100,GID_2944,31.3084,119.9624
2101,GID_2945,31.3019,119.981
2102,GID_2946,31.5097,117.5532
2103,GID_2947,31.5234,117.5165
2104,GID_2948,31.5366,117.4849
2105,GID_2949,31.5502,117.4484
2106,GID_2950,31.5728,117.418
2107,GID_2951,31.5949,117.3953
2108,GID_2952,31.62,117.3702
2109,GID_2953,31.6477,117.3485
2110,GID_2954,31.6756,117.3305
2111,GID_2955,31.5111,117.5903
2112,GID_2956,31.5269,117.6278
2113,GID_2957,31.5499,117.6575
2114,GID_2958,31.5714,117.6863
2115,GID_2959,31.5901,117.714
2116,GID_2960,31.5941,117.7488
2117,GID_2961,31.579121,117.452955
2118,GID_2962,31.579173,117.452878
2119,GID_2964,31.578985,117.453357
2120,GID_2965,31.590709,117.453357
2121,GID_2966,31.590746,117.453433
2122,GID_2967,31.590725,117.453344
2123,GID_2968,31.590717,117.453347
2124,GID_2969,31.590771,117.453321
2125,GID_2970,31.591213,117.443538
2126,GID_2971,31.591216,117.443548
2127,GID_2972,31.591269,117.443526
2128,GID_2973,31.591198,117.443575
2129,GID_2974,31.591144,117.443522
2130,GID_2975,31.591182,117.443539
2131,GID_2976,31.59412,117.438844
2132,GID_2977,31.594176,117.438875
2133,GID_2978,31.594161,117.438892
2134,GID_2979,31.565902,117.42815
2135,GID_2981,31.565938,117.428181
2136,GID_2982,31.566064,117.428098
2137,GID_2983,31.565913,117.428192
2138,GID_2984,31.566079,117.427943
2139,GID_2985,31.570953,117.462431
2140,GID_2986,31.571033,117.462498
2141,GID_2987,31.57092,117.462458
2142,GID_2988,24.93954,102.654952
2143,GID_2989,24.92314,102.664343
2144,GID_2990,24.906738,102.678755
2145,GID_2991,24.884661,102.69647
2146,GID_2992,24.856817,102.726362
2147,GID_2993,24.835892,102.700512
2148,GID_2994,24.79819,102.716368
2149,GID_2995,24.781132,102.678822
2150,GID_2996,24.768701,102.6471
2151,GID_2997,24.748742,102.626655
2152,GID_2998,24.720606,102.640373
2153,GID_2999,24.698425,102.642765
2154,GID_3000,36.146,140.3282
2155,GID_3001,36.1345,140.3437
2156,GID_3002,36.1185,140.3808
