id,ID,Latitude,Longitude
2241,GID_2260,50.7244,1.462
2242,GID_2261,36.95126,-121.76832
2243,GID_2262,36.95126,-121.76832
2244,GID_2263,36.95126,-121.76832
2245,GID_2264,36.95126,-121.76832
2246,GID_2265,36.95126,-121.76832
2247,GID_2266,36.95126,-121.76832
2248,GID_2267,36.95126,-121.76832
2249,GID_2268,36.95126,-121.76832
2250,GID_2269,36.95126,-121.76832
2251,GID_2270,36.95126,-121.76832
2252,GID_2271,36.95126,-121.76832
2253,GID_2272,36.95126,-121.76832
2254,GID_2273,36.95126,-121.76832
2255,GID_2274,36.95126,-121.76832
2256,GID_2275,36.95126,-121.76832
2257,GID_2276,36.95126,-121.76832
2258,GID_2277,36.95126,-121.76832
2259,GID_2278,36.95126,-121.76832
2260,GID_2279,36.95126,-121.76832
2261,GID_2280,36.95126,-121.76832
2262,GID_2281,36.95126,-121.76832
2263,GID_2282,36.95126,-121.76832
2264,GID_2283,36.95126,-121.76832
2265,GID_2284,36.95126,-121.76832
2266,GID_2285,36.95126,-121.76832
2267,GID_2286,36.95126,-121.76832
2268,GID_2287,36.95126,-121.76832
2269,GID_2288,36.95126,-121.76832
2270,GID_2289,36.95126,-121.76832
2271,GID_2290,36.95126,-121.76832
2272,GID_2291,36.95126,-121.76832
2273,GID_2292,36.95126,-121.76832
2274,GID_2293,36.95126,-121.76832
2275,GID_2294,36.95126,-121.76832
2276,GID_2295,-37.798348,175.273533
2277,GID_2296,-37.927254,175.29072
2278,GID_2297,-37.925977,175.31518
2279,GID_2298,-38.093733,176.27023
2280,GID_2299,-38.070883,176.27127
2281,GID_2300,-38.037517,176.35945
2282,GID_2301,-38.045,176.42422
2283,GID_2302,-38.048833,176.33538
2284,GID_2303,-38.2116,176.43118
2285,GID_2304,-38.199633,176.42405
2286,GID_2305,-37.56021,175.13141
2287,GID_2306,-37.554647,175.11911
2288,GID_2307,-37.466544,175.06083
2289,GID_2308,-37.469659,175.04478
2290,GID_2309,-38.015383,176.53057
2291,GID_2310,-37.9982,176.53315
2292,GID_2311,-38.057483,176.59092
2293,GID_2312,-38.034417,176.58407
2294,GID_2313,-38.777817,175.97537
2295,GID_2314,-38.757117,176.03397
2296,GID_2315,-38.167083,176.36
2297,GID_2316,-38.174867,176.3667
2298,GID_2317,-38.197833,176.33512
2299,GID_2318,-38.2185,176.31507
2300,GID_2319,-38.20885,176.33825
2301,GID_2320,-38.1148,176.42325
2302,GID_2321,-38.127967,176.4099
2303,GID_2322,-37.667683,175.20027
2304,GID_2323,-37.667883,175.201517
2305,GID_2324,-37.554238,175.1689
2306,GID_2325,-37.55155,175.16631
2307,GID_2326,-37.67755,175.23353
2308,GID_2327,-37.6753,175.23262
2309,GID_2328,-37.759533,175.19588
2310,GID_2329,-37.762783,175.19887
2311,GID_2330,-40.724733,175.1705
2312,GID_2331,-41.344533,175.11503
2313,GID_2332,-44.28171,169.92611
2314,GID_2333,-44.284559,169.90346
2315,GID_2334,-44.19255,169.85275
2316,GID_2335,-44.396049,169.14987
2317,GID_2336,-44.490217,169.13911
2318,GID_2337,-44.63662,169.0826
2319,GID_2338,-44.636748,169.082562
2320,GID_2339,-44.540357,169.27474
2321,GID_2340,-44.599451,169.253476
2322,GID_2341,-45.522231,167.55778
2323,GID_2342,-45.493883,167.57941
2324,GID_2343,-45.52227,167.50924
2325,GID_2344,-44.982584,168.80687
2326,GID_2345,-45.031811,168.69624
2327,GID_2346,-38.210217,174.72305
2328,GID_2347,-38.159467,174.749
2329,GID_2348,-38.167917,174.7358
2330,GID_2349,-38.365883,175.78778
2331,GID_2350,-38.3629,175.78482
2332,GID_2351,-38.11595,175.62385
2333,GID_2352,-38.1297,175.63118
2334,GID_2353,-37.93555,175.55038
2335,GID_2354,-37.92795,175.545
2336,GID_2355,-36.36485,174.14871
2337,GID_2356,-36.36933,174.15728
2338,GID_2357,-36.33089,174.14216
2339,GID_2358,-36.35158,174.06065
2340,GID_2359,-36.35016,174.14637
2341,GID_2360,-36.32818,174.12941
2342,GID_2361,-36.31382,174.03847
2343,GID_2362,-36.101378,173.88225
2344,GID_2363,-36.25097,174.04006
2345,GID_2364,-35.81562,173.65376
2346,GID_2365,-35.80769,173.64632
2347,GID_2366,-35.79878,173.62992
2348,GID_2367,-38.773755,177.11047
2349,GID_2368,-38.773755,177.11047
2350,GID_2369,-38.943898,177.01181
2351,GID_2370,-39.235301,176.89497
2352,GID_2371,-39.226619,176.893
2353,GID_2372,-38.947922,177.03921
2354,GID_2373,-38.948028,177.02758
2355,GID_2374,-38.417044,176.11597
2356,GID_2375,-38.417044,176.11597
2357,GID_2376,-39.452792,174.410417
2358,GID_2377,-38.297389,176.496635
2359,GID_2378,-38.299815,176.394962
2360,GID_2379,-38.299815,176.394962
2361,GID_2380,-42.406133,173.581636
2362,GID_2381,-42.761886,172.249619
2363,GID_2382,-42.698689,172.217759
2364,GID_2383,-42.718525,172.199964
2365,GID_2384,-42.768721,172.236526
2366,GID_2385,-42.773323,172.246875
2367,GID_2386,-43.09599,171.784415
2368,GID_2387,-42.636564,171.445608
2369,GID_2388,-42.567127,171.693366
2370,GID_2389,-41.820413,172.837157
2371,GID_2390,-41.84603,172.83551
2372,GID_2391,-43.789926,172.450385
2373,GID_2392,-43.797634,172.759261
2374,GID_2393,-43.800896,172.744691
2375,GID_2394,-43.807677,172.733687
2376,GID_2395,-43.929889,170.526889
2377,GID_2396,-44.050678,170.166538
2378,GID_2397,-44.280182,170.066213
2379,GID_2398,-44.298703,170.078974
2380,GID_2399,-44.410013,170.222602
2381,GID_2400,-44.388969,170.225828
2382,GID_2401,-44.62052,170.304774
2383,GID_2402,-38.053791,176.586236
2384,GID_2403,-38.027317,176.585531
2385,GID_2404,-38.025511,176.531395
2386,GID_2405,-38.015164,176.5307
2387,GID_2406,-38.040319,176.442999
2388,GID_2407,-38.02221,176.38889
2389,GID_2408,-36.512797,174.23683
2390,GID_2409,-36.77944,174.766746
2391,GID_2410,-38.774375,175.985298
2392,GID_2411,-38.734249,176.041422
2393,GID_2412,-38.70938,176.052209
2394,GID_2413,-38.025536,176.531413
2395,GID_2414,-38.015374,176.530684
2396,GID_2415,-38.040032,176.445381
2397,GID_2416,-38.021659,176.390796
2398,GID_2417,-38.052327,176.585392
2399,GID_2418,-38.028196,176.585512
2400,GID_2419,-38.025536,176.531413
2401,GID_2420,-38.015374,176.530684
2402,GID_2421,-38.040476,176.442818
2403,GID_2422,-38.020757,176.389015
2404,GID_2423,-38.053414,176.584592
2405,GID_2424,-38.027271,176.585578
2406,GID_2425,-38.025536,176.531413
2407,GID_2426,-38.015374,176.530684
2408,GID_2427,-38.039867,176.445037
2409,GID_2428,-38.02079,176.389528
2410,GID_2429,-37.943305,175.560373
2411,GID_2430,-45.019462,168.418587
2412,GID_2431,-45.347271,167.653576
2413,GID_2432,-45.293811,167.74714
2414,GID_2433,-45.402106,167.701548
2415,GID_2434,-45.872909,167.364003
2416,GID_2435,-45.832835,167.497782
2417,GID_2436,-45.996582,167.329983
2418,GID_2437,-43.73209,169.2841
2419,GID_2438,-43.71143,169.4106
2420,GID_2439,-43.71968,169.389
2421,GID_2440,-43.30345,170.215
2422,GID_2441,-43.2504,170.2646
2423,GID_2442,-42.63057,171.4452
2424,GID_2443,-42.61863,171.495
2425,GID_2444,-42.59131,171.4637
2426,GID_2445,-41.89422,172.6627
2427,GID_2446,-41.85471,172.6429
2428,GID_2447,-41.81472,172.6179
2429,GID_2448,-38.040682,176.441734
2430,GID_2449,-38.025536,176.531413
2431,GID_2450,-38.015374,176.530684
2432,GID_2451,-38.052327,176.585392
2433,GID_2452,-38.028196,176.585512
2434,GID_2453,-38.040682,176.441734
2435,GID_2454,-38.022144,176.388926
2436,GID_2455,-38.025536,176.531413
2437,GID_2456,-38.015374,176.530684
2438,GID_2457,-37.889,175.469984
2439,GID_2458,-37.942198,175.319025
2440,GID_2459,-37.932386,175.219556
2441,GID_2460,-37.935166,175.219685
2442,GID_2461,-37.477005,175.107934
2443,GID_2462,-37.485,175.11756
2444,GID_2463,-37.494439,175.171297
2445,GID_2464,-37.679104,175.247701
2446,GID_2465,-37.677601,175.231925
2447,GID_2466,-37.668512,175.20128
2448,GID_2467,-37.426093,175.20036
2449,GID_2468,-37.887558,175.304366
2450,GID_2469,-44.623,169.061
2451,GID_2470,-44.637,169.055
2452,GID_2471,-38.040032,176.445381
2453,GID_2472,-38.021659,176.390796
2454,GID_2473,-38.025536,176.531413
2455,GID_2474,-38.015374,176.530684
2456,GID_2475,-38.053228,176.586529
2457,GID_2476,-38.027007,176.586019
2458,GID_2477,-38.040032,176.445381
2459,GID_2478,-38.021659,176.390796
2460,GID_2479,-38.025536,176.531413
2461,GID_2480,-38.015374,176.530684
2462,GID_2481,-38.053228,176.586529
2463,GID_2482,-38.027007,176.586019
2464,GID_2483,-38.053228,176.586529
2465,GID_2484,-38.027007,176.586019
2466,GID_2485,-38.053228,176.586529
2467,GID_2486,-38.025536,176.531413
2468,GID_2487,-38.015374,176.530684
2469,GID_2488,-38.040032,176.445381
2470,GID_2489,-38.021659,176.390796
2471,GID_2490,-39.134203,177.20191
2472,GID_2491,-39.130609,177.200308
2473,GID_2492,-39.12547,177.198537
2474,GID_2493,-39.125044,177.198088
2475,GID_2494,-39.567827,176.931619
2476,GID_2495,-39.566597,176.934853
2477,GID_2496,-39.565361,176.937257
2478,GID_2497,-39.564627,176.939812
2479,GID_2498,-39.59308,176.945367
2480,GID_2499,-39.592905,176.948387
2481,GID_2500,-39.592748,176.951643
2482,GID_2501,-39.592335,176.954538
2483,GID_2502,-39.592098,176.95755
2484,GID_2503,-39.591894,176.960776
2485,GID_2504,-39.591641,176.96375
2486,GID_2505,-39.117589781393,177.235576695932
2487,GID_2506,-39.0707117917025,177.432688204416
2488,GID_2507,-39.06051,177.75077
2489,GID_2508,-39.0684331744592,177.835551555277
2490,GID_2509,-39.4724908166489,176.890320189941
2491,GID_2510,-39.3831450779966,176.953695956934
2492,GID_2511,-39.117589781393,177.235576695932
2493,GID_2512,-39.0707117917025,177.432688204416
2494,GID_2513,-39.5648263450104,176.940009997623
2495,GID_2514,-39.4837987542715,176.931120142953
2496,GID_2515,-39.129894,177.19133
2497,GID_2516,-39.133661,177.188789
2498,GID_2517,-39.135923,177.186657
2499,GID_2518,-39.140326,177.190075
2500,GID_2519,-39.144381,177.193861
2501,GID_2520,-39.15051,177.200487
2502,GID_2521,-39.075336,177.404267
2503,GID_2522,-39.079406,177.404147
2504,GID_2523,-39.083768,177.396047
2505,GID_2524,-39.087273,177.394902
2506,GID_2525,-39.091004,177.395113
2507,GID_2526,-39.095756,177.39371
2508,GID_2527,-39.105092,177.391606
2509,GID_2528,-39.253417,177.283031
2510,GID_2529,-39.59715,176.9466
2511,GID_2530,-39.59795,176.9496
2512,GID_2531,-39.59832,176.9538
2513,GID_2532,-39.59957,176.9575
2514,GID_2533,-39.56998,176.9309
2515,GID_2534,-39.57022,176.9366
2516,GID_2535,-39.069654,177.403956
2517,GID_2536,-39.071424,177.410218
2518,GID_2537,-39.072709,177.39947
2519,GID_2538,-39.07711,177.399302
2520,GID_2539,-39.081878,177.401011
2521,GID_2540,-39.085509,177.399054
2522,GID_2541,-39.127867,177.19546
2523,GID_2542,-39.130077,177.196906
2524,GID_2543,-39.133704,177.198177
2525,GID_2544,-39.137003,177.199014
2526,GID_2545,-39.140638,177.200346
2527,GID_2546,-39.144644,177.200437
2528,GID_2547,-39.150633,177.199542
2529,GID_2548,-39.159284,177.201507
2530,GID_2549,-39.291711,177.133558
2531,GID_2550,-39.567997,176.93266
2532,GID_2551,-39.567297,176.934552
2533,GID_2552,-39.566455,176.937605
2534,GID_2553,-39.565683,176.940094
2535,GID_2554,-39.563109,176.950799
2536,GID_2555,39.83192,-86.31364
2537,GID_2556,39.82994,-86.30815
2538,GID_2557,39.82516,-86.30331
2539,GID_2558,39.83049,-86.30273
2540,GID_2559,39.83566,-86.30702
2541,GID_2560,39.83808,-86.30388
2542,GID_2561,39.84084,-86.30176
2543,GID_2562,39.84427,-86.3031
2544,GID_2563,39.84239,-86.30832
2545,GID_2564,39.84569,-86.3084
2546,GID_2565,39.84799,-86.30253
2547,GID_2566,39.85087,-86.3031
2548,GID_2567,39.85089,-86.30827
2549,GID_2568,39.85424,-86.30685
2550,GID_2569,39.85641,-86.30292
2551,GID_2570,39.85916,-86.30673
2552,GID_2571,39.86107,-86.30284
2553,GID_2572,39.86244,-86.30831
2554,GID_2573,39.86533,-86.3069
2555,GID_2574,39.86792,-86.30354
2556,GID_2575,39.87099,-86.30779
2557,GID_2576,39.86721,-86.30279
2558,GID_2577,39.86667,-86.30713
2559,GID_2578,39.8598,-86.30751
2560,GID_2579,39.86074,-86.30196
2561,GID_2580,39.85649,-86.30222
2562,GID_2581,39.85496,-86.30736
2563,GID_2582,39.85039,-86.30892
2564,GID_2583,39.84813,-86.30732
2565,GID_2584,39.85065,-86.30444
2566,GID_2585,39.84676,-86.30389
2567,GID_2586,39.84523,-86.30783
2568,GID_2587,39.8424,-86.30799
2569,GID_2588,39.84122,-86.30299
2570,GID_2589,39.83413,-86.30215
2571,GID_2590,39.83339,-86.30673
2572,GID_2591,39.83165,-86.31329
2573,GID_2592,39.82843,-86.30954
2574,GID_2593,39.82614,-86.30425
2575,GID_2594,39.82614,-86.30425
2576,GID_2595,39.82587,-86.30424
2577,GID_2596,39.82801,-86.30391
2578,GID_2597,39.83027,-86.30922
2579,GID_2598,39.83245,-86.3151
2580,GID_2599,39.83267,-86.30812
2581,GID_2600,39.83287,-86.30099
2582,GID_2601,39.83648,-86.30717
2583,GID_2602,39.83872,-86.30231
2584,GID_2603,39.84121,-86.30719
2585,GID_2604,39.84238,-86.30283
2586,GID_2605,39.84553,-86.30219
2587,GID_2606,39.84516,-86.30821
2588,GID_2607,39.84791,-86.30742
2589,GID_2608,39.85029,-86.30318
2590,GID_2609,39.85345,-86.30721
2591,GID_2610,39.8551,-86.30245
2592,GID_2611,39.8569,-86.30639
2593,GID_2612,39.85956,-86.30241
2594,GID_2613,39.86307,-86.30722
2595,GID_2614,39.86735,-86.30685
2596,GID_2615,39.82611,-86.30442
2597,GID_2616,39.82754,-86.30284
2598,GID_2617,39.83006,-86.3081
2599,GID_2618,39.83171,-86.3138
2600,GID_2619,39.83097,-86.30343
2601,GID_2620,39.83498,-86.30067
2602,GID_2621,39.83593,-86.30549
2603,GID_2622,39.84006,-86.30692
2604,GID_2623,39.8416,-86.30305
2605,GID_2624,39.84522,-86.30219
2606,GID_2625,39.84562,-86.30742
2607,GID_2626,39.84827,-86.30728
2608,GID_2627,39.85061,-86.30373
2609,GID_2628,39.8538,-86.30678
2610,GID_2629,39.85748,-86.30129
2611,GID_2630,39.86096,-86.30193
2612,GID_2631,39.863,-86.30768
2613,GID_2632,39.86709,-86.30596
2614,GID_2633,39.86667,-86.30319
2615,GID_2634,39.87052,-86.30743
2616,GID_2635,39.95145,-85.91912
2617,GID_2636,39.94988,-85.92497
2618,GID_2637,39.94727,-85.93056
2619,GID_2638,39.94428,-85.93398
2620,GID_2639,39.9408,-85.93635
2621,GID_2640,39.9367,-85.93919
2622,GID_2641,39.93286,-85.93866
2623,GID_2642,39.93008,-85.93914
2624,GID_2643,39.92558,-85.94155
2625,GID_2644,39.92654,-85.94949
2626,GID_2645,39.92798,-85.96107
2627,GID_2646,39.92393,-85.95961
2628,GID_2647,39.92591,-85.96791
2629,GID_2648,39.92287,-85.97788
2630,GID_2649,39.91956,-85.97237
2631,GID_2650,39.91742,-85.97777
2632,GID_2651,39.91631,-85.97458
2633,GID_2652,39.90753,-85.98174
2634,GID_2653,39.91,-85.9785
2635,GID_2654,39.90907,-85.98544
2636,GID_2655,39.95121,-85.91874
2637,GID_2656,39.95046,-85.92371
2638,GID_2657,39.94807,-85.92954
2639,GID_2658,39.94501,-85.93407
2640,GID_2659,39.94234,-85.93724
2641,GID_2660,39.93814,-85.94055
2642,GID_2661,39.93373,-85.9371
2643,GID_2662,39.92819,-85.93913
2644,GID_2663,39.92444,-85.94165
2645,GID_2664,39.92417,-85.94909
2646,GID_2665,39.92969,-85.95752
2647,GID_2666,39.92377,-85.95929
2648,GID_2667,39.92814,-85.96517
2649,GID_2668,40.01491,-85.97027
2650,GID_2669,39.91977,-85.97449
2651,GID_2670,39.9164,-85.978
2652,GID_2671,39.912350000000004,-85.96917
2653,GID_2672,39.91306,-85.97961
2654,GID_2673,39.91,-85.97952
2655,GID_2674,39.90972,-85.9837
2656,GID_2675,39.95144,-85.91921
2657,GID_2676,39.95045,-85.92434
2658,GID_2677,39.94777,-85.92907
2659,GID_2678,39.94494,-85.93386
2660,GID_2679,39.94155,-85.93743
2661,GID_2680,39.93744,-85.94013
2662,GID_2681,39.9326,-85.93805
2663,GID_2682,39.93094,-86.03936
2664,GID_2683,39.92623,-85.94023
2665,GID_2684,39.92332,-85.94688
2666,GID_2685,39.92825,-85.95294
2667,GID_2686,39.92337,-85.9595
2668,GID_2687,39.92699,-85.96597
2669,GID_2688,39.92502,-85.97063
2670,GID_2689,39.9195,-85.97181
2671,GID_2690,39.91706,-85.9773
2672,GID_2691,39.91266,-85.96958
2673,GID_2692,39.91031,-85.98307
2674,GID_2693,40.12916,-86.02287
2675,GID_2694,40.12579,-86.02494
2676,GID_2695,40.12254,-86.03006
2677,GID_2696,40.11629,-86.03407
2678,GID_2697,40.11179,-86.03511
2679,GID_2698,40.17982,-86.03832
2680,GID_2699,40.10074,-86.03864
2681,GID_2700,40.18459,-86.03844
2682,GID_2701,40.09335,-86.04274
2683,GID_2702,40.08919,-86.04016
2684,GID_2703,40.08561,-86.04069
2685,GID_2704,40.0845,-86.04643
2686,GID_2705,40.08073,-86.04246
2687,GID_2706,40.07662,-86.04529
2688,GID_2707,40.07383,-86.04707
2689,GID_2708,40.07614,-86.05129
2690,GID_2709,40.07588,-86.0565
2691,GID_2710,40.08369,-86.06323
2692,GID_2711,40.08787,-86.06538
2693,GID_2712,40.0904,-86.06897
2694,GID_2713,40.13075,-86.02202
2695,GID_2714,40.12631,-86.02519
2696,GID_2715,40.1237,-86.02809
2697,GID_2716,40.12023,-86.03122
2698,GID_2717,40.11466,-86.03382
2699,GID_2718,40.11106,-86.03627
2700,GID_2719,40.10317,-86.03908
2701,GID_2720,40.0992,-86.03674
2702,GID_2721,40.09746,-86.03643
2703,GID_2722,40.09303,-86.04025
2704,GID_2723,40.08973,-86.03957
2705,GID_2724,40.08614,-86.04
2706,GID_2725,40.08443,-86.04367
2707,GID_2726,40.07539,-86.04844
2708,GID_2727,40.13064,-86.02203
2709,GID_2728,40.12568,-86.02485
2710,GID_2729,40.12296,-86.02912
2711,GID_2730,40.11974,-86.03122
2712,GID_2731,40.1153,-86.03377
2713,GID_2732,40.10921,-86.04039
2714,GID_2733,40.10367,-86.03935
2715,GID_2734,40.09889,-86.037
2716,GID_2735,40.09369,-86.04108
2717,GID_2736,40.08968,-86.03975
2718,GID_2737,40.08658,-86.03957
2719,GID_2738,40.08406,-86.04461
2720,GID_2739,40.07984,-86.04276
2721,GID_2740,40.07907,-86.04741
2722,GID_2741,40.07614,-86.04795
2723,GID_2742,40.07659,-86.05011
2724,GID_2743,40.07525,-86.05485
2725,GID_2744,40.07832,-86.05852
2726,GID_2745,40.07989,-85.95509
2727,GID_2746,40.08299,-86.06301
2728,GID_2747,31.421698,120.17582
2729,GID_2748,31.482313,120.197777
2730,GID_2749,31.504652,120.173143
2731,GID_2750,31.476136,120.163628
2732,GID_2751,31.448977,120.153929
2733,GID_2752,31.420534,120.1453211
2734,GID_2753,31.382173,120.132954
2735,GID_2754,31.39846,120.187586
2736,GID_2755,31.391631,120.199554
2737,GID_2756,31.380422,120.225901
2738,GID_2757,31.389523,120.254964
2739,GID_2758,31.403331,120.282925
2740,GID_2759,31.41623,120.311456
2741,GID_2760,31.412687,120.344488
2742,GID_2761,31.393346,120.343464
2743,GID_2762,31.389483,120.318599
2744,GID_2763,31.379611,120.29273
2745,GID_2764,31.369179,120.271588
2746,GID_2765,31.342217,120.245367
2747,GID_2766,31.325432,120.249194
2748,GID_2767,31.324787,120.249628
2749,GID_2768,31.324897,120.249996
2750,GID_2769,31.325241,120.249959
2751,GID_2770,31.325455,120.250637
2752,GID_2771,31.32532,120.251715
2753,GID_2772,31.323912,120.250503
2754,GID_2773,31.324119,120.248957
2755,GID_2774,31.323109,120.248945
2756,GID_2775,31.32322,120.252168
2757,GID_2776,31.325353,120.257395
2758,GID_2777,31.324823,120.260241
2759,GID_2778,31.318149,120.256888
2760,GID_2779,31.315812,120.259852
2761,GID_2780,31.316306,120.248859
2762,GID_2781,31.318666,120.249441
2763,GID_2782,31.294126,120.264841
2764,GID_2783,31.27797,120.280231
2765,GID_2784,31.295644,120.302246
2766,GID_2785,31.250546,120.301469
2767,GID_2786,31.23525,120.32315
2768,GID_2787,31.232039,120.34564
2769,GID_2788,31.212879,120.342088
2770,GID_2789,31.201669,120.371698
2771,GID_2790,31.195556,120.381054
2772,GID_2791,31.168686,120.350089
2773,GID_2792,31.14904,120.355611
2774,GID_2793,31.164036,120.38351
2775,GID_2794,31.145711,120.38074
2776,GID_2795,31.134678,120.408984
2777,GID_2796,31.119169,120.4022211
2778,GID_2798,31.120355,120.368813
2779,GID_2799,31.112488,120.349248
2780,GID_2800,31.096024,120.349289
2781,GID_2801,31.097114,120.343517
2782,GID_2802,31.077536,120.33488
2783,GID_2803,31.044156,120.309438
2784,GID_2804,31.019691,120.311359
2785,GID_2805,31.008552,120.317621
2786,GID_2806,30.984916,120.313754
2787,GID_2807,30.97769,120.292546
2788,GID_2808,30.957703,120.367851
2789,GID_2809,30.968582,120.38546
2790,GID_2810,30.995502,120.381151
2791,GID_2811,30.997328,120.403325
2792,GID_2812,30.993722000000002,120.418933
2793,GID_2813,30.997054,120.368204
2794,GID_2814,31.012127,120.392562
2795,GID_2815,31.024129,120.383739
2796,GID_2816,30.97047,120.386616
2797,GID_2817,30.974986,120.413431
2798,GID_2818,30.946755,120.337089
2799,GID_2819,30.943812,120.303066
2800,GID_2820,30.958644,120.271575
2801,GID_2821,30.969882,120.257811
2802,GID_2822,30.979367,120.226351
2803,GID_2823,30.969182,120.201277
2804,GID_2824,30.949547,120.18944
2805,GID_2825,30.976221,120.171616
2806,GID_2826,30.982799,120.141544
2807,GID_2827,30.963675,120.142483
2808,GID_2828,30.968766,120.103584
2809,GID_2829,30.99338,120.079922
2810,GID_2830,31.032189,120.071889
2811,GID_2831,31.040535,120.045218
2812,GID_2832,31.062791,120.080078
2813,GID_2833,31.095348,120.054623
2814,GID_2834,31.097644,120.051817
2815,GID_2835,31.102064,120.046586
2816,GID_2836,31.103098,120.045475
2817,GID_2837,31.103459,120.043856
2818,GID_2838,31.104226,120.044216
2819,GID_2839,31.104332,120.044287
2820,GID_2840,31.104552,120.044487
2821,GID_2841,31.104369,120.04392
2822,GID_2842,31.104679,120.045878
2823,GID_2843,31.104663,120.046892
2824,GID_2844,31.1023526,120.043856
2825,GID_2845,31.097725,120.044006
2826,GID_2846,31.095469,120.043584
2827,GID_2847,31.104722,120.051842
2828,GID_2848,31.104439,120.054551
2829,GID_2849,31.112079,119.970526
2830,GID_2850,31.146534,119.973101
2831,GID_2851,31.166939,120.014931
2832,GID_2852,31.198857,119.99882
2833,GID_2853,31.240104,120.008609
2834,GID_2854,31.276788,120.008004
2835,GID_2855,31.301689,120.003225
2836,GID_2856,31.320923,119.983244
2837,GID_2857,31.336851,119.959271
2838,GID_2858,31.355254,119.991417
2839,GID_2859,31.437555,120.044892
2840,GID_2860,31.46231,120.041288
2841,GID_2861,31.41242,120.036747
2842,GID_2862,31.384799,120.024102
2843,GID_2863,31.3480571,120.024842
2844,GID_2864,31.347862,120.025273
2845,GID_2865,31.347553,120.02619
2846,GID_2866,31.346328,120.02506
2847,GID_2867,31.346543,120.023283
2848,GID_2868,31.347637,120.023643
2849,GID_2869,31.347916,120.023921
2850,GID_2870,31.347663,120.023854
2851,GID_2871,31.345437,120.023525
2852,GID_2872,31.345386,120.026277
2853,GID_2873,31.347601,120.031502
2854,GID_2874,31.347501,120.034137
2855,GID_2875,31.34066,120.031171
2856,GID_2876,31.338326,120.033689
2857,GID_2877,31.338696,120.023034
2858,GID_2878,31.341135,120.023392
2859,GID_2879,31.386595,120.112241
2860,GID_2880,31.39158,120.187893
2861,GID_2881,31.363403,120.161332
2862,GID_2882,31.334388,120.149867
2863,GID_2883,31.302112,120.141352
2864,GID_2884,31.274707,120.140347
2865,GID_2885,31.257036,120.130268
2866,GID_2886,31.220573,120.128253
2867,GID_2887,31.258418,120.120328
2868,GID_2888,31.308616,120.117945
2869,GID_2889,31.34666,120.126462
2870,GID_2890,31.369518,120.141796
2871,GID_2891,31.397799,120.178602
2872,GID_2892,31.391,120.2
2873,GID_2893,31.405,120.183
2874,GID_2894,31.4273,120.1856
2875,GID_2895,31.45,120.188
2876,GID_2896,31.476,120.196
2877,GID_2897,31.504,120.2
2878,GID_2898,31.511,120.174
2879,GID_2899,31.493,120.163
2880,GID_2900,31.47,120.156
2881,GID_2901,31.45,120.153
2882,GID_2902,31.428,120.148
2883,GID_2903,31.402,120.143
2884,GID_2904,31.381,120.1189
2885,GID_2905,31.368,120.097
2886,GID_2906,31.356,120.067
2887,GID_2907,31.352,120.041
2888,GID_2908,31.347,120.015
2889,GID_2909,31.347,119.99
2890,GID_2910,31.3685,120.0072
2891,GID_2911,31.3847,120.0209
2892,GID_2912,31.4107,120.036
2893,GID_2913,31.4378,120.0429
2894,GID_2914,31.4641,120.0437
2895,GID_2915,31.3821,120.2419
2896,GID_2916,31.3875,120.2867
2897,GID_2917,31.409,120.3256
2898,GID_2918,31.4236,120.3682
2899,GID_2919,31.3271,120.2346
2900,GID_2920,31.1819,120.3328
2901,GID_2921,31.2003,120.3072
2902,GID_2922,31.2143,120.2796
2903,GID_2923,31.2267,120.25
2904,GID_2924,31.2388,120.2176
2905,GID_2925,31.1671,120.4006
2906,GID_2927,31.1318,120.3625
2907,GID_2928,31.0659,120.3215
2908,GID_2929,31.0306,120.317
2909,GID_2930,31.012,120.3174
2910,GID_2931,30.9841,120.317
2911,GID_2932,30.975,120.1543
2912,GID_2933,30.9584,120.2358
2913,GID_2934,30.9677,120.1968
2914,GID_2935,30.9552,120.1403
2915,GID_2936,30.969,120.1339
2916,GID_2937,31.0233,120.101
2917,GID_2938,31.0709,120.0475
2918,GID_2939,31.1238,120.0123
2919,GID_2940,31.1848,119.9902
2920,GID_2941,31.2446,119.9651
2921,GID_2942,31.3193,119.9332
2922,GID_2943,31.3148,119.9466
2923,GID_2944,31.3084,119.9624
2924,GID_2945,31.3019,119.981
2925,GID_2946,31.5097,117.5532
2926,GID_2947,31.5234,117.5165
2927,GID_2948,31.5366,117.4849
2928,GID_2949,31.5502,117.4484
2929,GID_2950,31.5728,117.418
2930,GID_2951,31.5949,117.3953
2931,GID_2952,31.62,117.3702
2932,GID_2953,31.6477,117.3485
2933,GID_2954,31.6756,117.3305
2934,GID_2955,31.5111,117.5903
2935,GID_2956,31.5269,117.6278
2936,GID_2957,31.5499,117.6575
2937,GID_2958,31.5714,117.6863
2938,GID_2959,31.5901,117.714
2939,GID_2960,31.5941,117.7488
2940,GID_2961,31.579121,117.452955
2941,GID_2962,31.579173,117.452878
2942,GID_2964,31.578985,117.453357
2943,GID_2965,31.590709,117.453357
2944,GID_2966,31.590746,117.453433
2945,GID_2967,31.590725,117.453344
2946,GID_2968,31.590717,117.453347
2947,GID_2969,31.590771,117.453321
2948,GID_2970,31.591213,117.443538
2949,GID_2971,31.591216,117.443548
2950,GID_2972,31.591269,117.443526
2951,GID_2973,31.591198,117.443575
